district_id,year,quarter,ph,dissolved_oxygen_mg_l,bod_mg_l,total_coliform_mpn,turbidity_ntu,tds_mg_l
72,2022,2,6.79,4.7,1.36,745,10.5,359.3
72,2022,3,6.97,6.42,4.12,65,3.94,334.8
72,2022,4,7.3,6.34,0.55,12,3.63,297.6
72,2023,1,6.97,5.43,0.98,151,2.11,340.7
72,2023,2,7.12,5.92,3.37,90,3.47,274.7
72,2023,3,6.96,8.02,4.31,7,3.7,361.6
72,2023,4,8.04,3.65,2.01,783,0.57,402.6
73,2019,1,7.26,6.05,0.5,484,5.04,272.8
73,2019,2,8.12,5.41,2.74,468,5.32,248.2
73,2019,3,7.23,6.47,3.31,275,5.55,152.8
73,2019,4,6.42,6.52,1.53,106,8.49,420.5
73,2020,1,7.51,7.17,0.5,674,5.73,311.1
73,2020,2,6.91,5.34,6.57,13,8.79,350.1
73,2020,3,7.19,6.62,0.98,92,2.15,349.8
73,2020,4,6.87,6.68,1.09,1839,6.44,92.1
73,2021,1,7.42,5.93,0.5,1011,3.5,81.4
73,2021,2,6.59,6.04,1.54,611,0.6,172.0
73,2021,3,6.99,5.33,6.52,767,2.89,471.8
73,2021,4,6.21,6.74,0.5,358,1.3,364.6
73,2022,1,7.87,6.56,1.48,117,2.78,249.7
73,2022,2,6.85,7.12,0.5,8,10.66,378.1
73,2022,3,7.24,8.19,3.9,891,4.67,325.8
73,2022,4,7.03,5.13,0.5,33,4.99,164.9
73,2023,1,7.46,8.26,4.72,17,1.5,317.3
73,2023,2,7.81,6.46,3.46,603,3.97,365.4
73,2023,3,7.62,5.91,8.45,532,0.5,190.1
73,2023,4,7.02,3.87,0.5,239,0.58,305.7
74,2019,1,7.03,6.86,14.76,292,0.5,300.8
74,2019,2,6.62,5.65,2.22,70,8.69,217.2
74,2019,3,8.14,7.59,4.63,132,2.07,446.6
74,2019,4,7.59,6.69,1.63,259,0.5,327.4
74,2020,1,7.61,5.43,0.5,282,3.16,353.4
74,2020,2,7.25,6.56,0.68,37,1.31,355.7
74,2020,3,7.2,4.39,5.32,741,0.89,216.7
74,2020,4,6.37,5.0,2.57,323,3.57,223.2
74,2021,1,8.07,5.91,11.97,384,3.46,335.9
74,2021,2,7.07,6.96,1.11,79,6.56,298.5
74,2021,3,7.63,6.02,8.97,248,1.77,462.9
74,2021,4,6.96,6.68,2.78,225,3.18,295.5
74,2022,1,6.2,6.01,2.78,62,2.07,334.3
74,2022,2,7.0,5.7,10.82,149,2.64,362.7
74,2022,3,7.2,6.01,4.1,32,1.84,221.2
74,2022,4,7.49,5.92,0.5,356,0.5,293.2
74,2023,1,6.26,5.66,0.91,660,2.76,269.9
74,2023,2,7.66,7.65,4.22,57,1.32,496.4
74,2023,3,7.89,7.52,4.13,310,3.52,252.2
74,2023,4,7.09,5.33,0.5,18,5.27,143.6
75,2019,1,7.26,5.99,2.6,146,0.96,156.1
75,2019,2,7.54,6.25,1.58,1007,7.97,351.1
75,2019,3,6.77,7.72,1.04,368,3.61,226.0
75,2019,4,7.28,6.8,3.45,178,6.71,393.3
75,2020,1,7.66,7.32,10.52,880,1.04,260.3
75,2020,2,7.8,8.12,2.51,96,2.43,209.9
75,2020,3,7.19,7.44,1.88,157,3.5,252.2
75,2020,4,7.16,6.52,3.81,370,3.97,246.2
75,2021,1,7.37,6.05,0.5,21,0.79,308.8
75,2021,2,7.49,5.15,2.88,264,4.59,294.3
75,2021,3,6.69,8.11,1.11,18,8.97,177.0
75,2021,4,7.76,7.79,1.6,309,0.92,203.2
75,2022,1,6.13,6.61,0.53,674,4.79,415.0
75,2022,2,7.13,4.9,6.74,420,8.36,249.3
75,2022,3,7.17,6.56,0.53,586,0.5,226.1
75,2022,4,6.61,7.51,0.5,291,0.5,386.4
75,2023,1,7.85,8.99,1.6,56,2.51,352.4
75,2023,2,6.73,7.0600000000000005,1.81,127,1.46,445.5
75,2023,3,7.26,7.64,0.5,168,21.3,347.7
75,2023,4,7.41,7.0600000000000005,0.5,234,6.25,303.5
76,2019,1,7.85,6.01,3.44,115,2.81,255.8
76,2019,2,7.51,6.59,1.55,326,15.09,269.7
76,2019,3,6.73,5.82,0.5,105,9.3,280.3
76,2019,4,8.25,6.21,2.29,62,5.68,344.0
76,2020,1,7.64,6.17,1.54,4,0.65,184.1
76,2020,2,7.28,5.87,0.75,547,0.82,308.0
76,2020,3,7.1,7.98,4.28,502,3.3,281.5
76,2020,4,7.28,8.08,1.18,1361,6.76,480.5
76,2021,1,7.26,5.22,9.73,557,1.55,265.2
76,2021,2,6.65,4.66,1.54,931,5.4,211.5
76,2021,3,8.04,5.97,3.0,869,0.5,322.4
76,2021,4,8.15,7.34,4.78,325,4.5,194.4
76,2022,1,6.61,7.61,4.68,78,0.5,306.5
76,2022,2,8.56,6.75,0.5,24,0.55,311.0
76,2022,3,7.24,5.7,4.41,46,2.14,283.6
76,2022,4,6.64,7.53,3.75,20,2.72,243.8
76,2023,1,7.75,6.84,1.83,319,20.2,205.4
76,2023,2,6.62,5.96,2.5,754,8.73,306.8
76,2023,3,7.28,7.27,2.78,315,4.59,361.3
76,2023,4,7.28,5.94,2.88,93,0.84,351.0
77,2019,1,8.1,7.2,3.63,171,5.18,294.2
77,2019,2,7.63,8.16,1.91,189,2.11,144.6
77,2019,3,7.0,8.06,2.59,387,6.49,305.8
77,2019,4,7.79,6.42,2.06,85,0.57,247.4
77,2020,1,6.65,5.08,2.37,96,4.9,378.9
77,2020,2,7.11,4.78,3.19,570,2.84,272.0
77,2020,3,7.52,6.43,1.02,149,3.48,245.3
77,2020,4,6.76,10.07,0.5,1195,4.16,199.6
77,2021,1,7.11,7.34,5.05,1051,5.87,275.4
77,2021,2,7.11,6.36,1.62,805,3.06,279.0
77,2021,3,8.17,4.61,0.8,104,17.31,355.3
77,2021,4,6.42,5.81,4.2,62,12.71,324.6
77,2022,1,7.46,5.94,0.54,443,7.57,218.3
77,2022,2,7.38,5.93,2.39,384,4.44,246.8
77,2022,3,6.91,6.36,2.15,480,5.7,361.9
77,2022,4,7.1,5.7,1.86,33,8.28,374.4
77,2023,1,8.0,7.27,2.75,725,11.78,370.0
77,2023,2,6.74,5.75,1.54,231,3.77,266.1
77,2023,3,7.11,4.92,4.07,228,0.97,264.4
77,2023,4,7.02,6.49,0.99,312,0.5,366.1
78,2019,1,7.57,4.78,2.12,75,1.95,292.7
78,2019,2,6.93,6.43,2.79,236,1.57,398.5
78,2019,3,6.51,5.45,0.7,25,7.31,225.0
78,2019,4,6.57,4.66,2.59,95,2.82,307.7
78,2020,1,7.43,5.49,1.5,447,3.68,256.6
78,2020,2,6.92,6.35,19.91,968,0.5,409.4
78,2020,3,6.8,6.18,2.97,68,4.26,328.9
78,2020,4,8.03,9.79,6.17,84,1.32,154.5
78,2021,1,6.61,6.73,0.77,371,0.5,323.3
78,2021,2,6.64,7.62,7.5,137,2.52,355.4
78,2021,3,7.02,5.41,4.18,254,0.5,333.6
78,2021,4,8.38,5.64,7.7,317,5.8,196.8
78,2022,1,6.86,5.33,0.5,977,3.84,238.2
78,2022,2,7.2,8.27,2.5,437,5.54,330.1
78,2022,3,5.77,6.02,0.5,134,7.2,321.7
78,2022,4,7.68,4.36,5.97,760,16.17,242.6
78,2023,1,7.76,6.87,4.81,244,2.33,352.2
78,2023,2,6.93,6.24,5.0,19,5.65,232.6
78,2023,3,7.85,8.47,2.15,44,3.76,247.4
78,2023,4,7.78,5.56,0.83,17,1.6,208.0
79,2019,1,7.11,7.99,2.71,222,13.73,306.5
79,2019,2,6.42,5.16,2.78,637,10.45,193.1
79,2019,3,6.9,5.22,1.74,129,9.5,160.6
79,2019,4,7.87,5.7,3.06,55,11.44,220.8
79,2020,1,7.42,5.2,13.19,117,0.75,248.2
79,2020,2,7.36,5.54,1.46,769,0.5,316.8
79,2020,3,7.56,5.91,0.75,52,0.5,252.4
79,2020,4,6.79,5.95,0.85,18,0.5,243.0
79,2021,1,7.09,5.8,1.74,722,1.31,280.2
79,2021,2,7.37,7.85,1.25,225,1.74,268.6
79,2021,3,6.0,6.46,0.75,374,1.41,306.4
79,2021,4,7.06,4.9,0.74,1066,0.5,236.2
79,2022,1,7.48,6.47,1.34,463,4.73,291.4
79,2022,2,6.95,6.95,0.7,31,4.89,498.3
79,2022,3,7.99,6.22,2.14,117,5.5,448.8
79,2022,4,6.92,5.62,3.06,503,1.96,400.0
79,2023,1,7.46,6.14,2.09,942,7.61,320.4
79,2023,2,6.64,4.31,0.5,37,5.55,279.6
79,2023,3,7.68,8.53,2.58,287,1.54,315.0
79,2023,4,6.24,6.05,2.82,383,4.78,104.6
80,2019,1,6.82,5.91,0.54,715,3.3,454.3
80,2019,2,6.82,6.48,1.13,883,0.5,289.4
80,2019,3,7.36,6.4,1.9549999999999998,86,3.46,316.1
80,2019,4,7.04,7.9,0.5,91,0.5,371.8
80,2020,1,6.64,7.2,13.26,42,4.44,311.8
80,2020,2,7.02,6.63,3.47,42,0.98,357.7
80,2020,3,7.58,6.11,2.78,212,2.69,292.8
80,2020,4,7.17,7.16,0.74,348,0.5,252.1
80,2021,1,7.36,4.72,4.63,484,0.5,397.9
80,2021,2,6.93,5.38,1.9549999999999998,364,2.08,447.7
80,2021,3,6.68,7.07,1.11,90,1.52,405.0
80,2021,4,6.5,7.77,9.96,441,3.49,179.4
80,2022,1,8.16,6.8,0.77,523,0.6,477.0
80,2022,2,7.04,4.62,4.15,55,2.47,320.9
80,2022,3,6.76,7.07,0.5,301,1.23,344.5
80,2022,4,7.05,6.67,2.98,93,7.35,255.8
80,2023,1,7.56,4.67,0.53,100,2.34,285.3
80,2023,2,7.48,6.76,3.69,339,0.5,352.6
80,2023,3,7.73,7.95,1.1,7,3.94,239.1
80,2023,4,7.05,4.2,5.24,31,0.5,300.5
81,2019,1,7.17,5.28,1.9,147,0.5,397.6
81,2019,2,7.0,4.73,12.56,484,14.07,340.6
81,2019,3,7.39,3.79,6.97,897,13.85,487.2
81,2019,4,7.14,4.54,7.02,2114,9.54,477.9
81,2020,1,6.7,4.18,3.55,335,58.87,404.8
81,2020,2,7.85,4.54,1.52,1007,4.16,548.7
81,2020,3,7.76,4.54,0.9,1641,11.63,359.7
81,2020,4,6.32,4.95,21.22,1674,6.86,361.1
81,2021,1,6.74,2.59,3.76,39,7.42,430.5
81,2021,2,6.94,5.76,3.88,296,3.14,521.1
81,2021,3,6.71,4.5,3.88,507,14.32,544.3
81,2021,4,7.09,3.44,9.4,11,12.72,643.3
81,2022,1,8.38,4.51,1.4,0,0.78,412.6
81,2022,2,6.69,4.52,2.26,1178,8.58,360.8
81,2022,3,7.52,4.17,4.31,450,5.45,343.3
81,2022,4,7.28,5.69,2.87,892,37.74,496.0
81,2023,1,7.66,5.99,5.06,94,12.97,492.2
81,2023,2,7.01,5.01,8.91,846,1.16,687.6
81,2023,3,6.54,6.55,4.51,2005,0.61,523.1
81,2023,4,6.73,4.54,0.61,305,0.78,445.2
82,2019,1,7.3,4.88,2.36,427,8.72,503.8
82,2019,2,7.4,3.67,0.5,100,5.32,458.8
82,2019,3,7.11,2.52,0.5,75,16.09,326.8
82,2019,4,6.83,5.4,2.33,294,8.47,523.9
82,2020,1,7.02,4.865,1.59,125,3.31,452.1
82,2020,2,7.37,4.52,5.29,17,14.67,484.3
82,2020,3,7.25,4.16,1.7,187,4.0,456.3
82,2020,4,7.11,5.64,3.73,35,7.78,586.7
82,2021,1,6.57,3.8,7.98,230,6.91,447.5
82,2021,2,7.12,5.47,0.5,120,11.12,440.3
82,2021,3,6.72,5.05,2.54,96,4.98,422.0
82,2021,4,7.08,5.62,1.12,189,4.09,340.4
82,2022,1,6.69,4.865,5.44,120,5.78,376.3
82,2022,2,8.23,4.85,3.53,4,0.5,477.0
82,2022,3,6.91,3.35,1.08,18,13.44,359.6
82,2022,4,8.04,6.74,0.5,111,1.44,476.9
82,2023,1,6.83,5.54,18.17,740,10.56,368.9
82,2023,2,7.14,4.39,5.31,141,18.82,339.4
82,2023,3,6.76,4.11,4.98,100,3.42,462.3
82,2023,4,7.29,5.1,2.36,362,5.76,544.1
83,2019,1,7.09,2.86,1.06,378,5.45,427.2
83,2019,2,7.26,4.43,0.96,115,0.5,333.1
83,2019,3,7.54,4.74,6.43,301,3.98,451.3
83,2019,4,6.95,6.46,1.5,403,1.53,522.9
83,2020,1,6.3,5.99,1.4,334,2.94,511.6
83,2020,2,7.08,5.22,1.4,28,0.96,373.1
83,2020,3,6.92,4.35,1.95,401,8.32,480.3
83,2020,4,7.17,5.09,6.25,378,0.5,594.2
83,2021,1,7.96,3.13,0.64,116,4.98,419.1
83,2021,2,7.52,5.75,1.91,475,0.5,504.1
83,2021,3,7.36,5.2,2.49,354,3.82,458.2
83,2021,4,6.7,5.2,0.5,522,2.31,370.7
83,2022,1,6.26,6.32,2.81,70,0.5,391.9
83,2022,2,7.12,4.46,0.5,153,4.17,472.2
83,2022,3,7.35,5.83,1.05,186,3.41,480.9
83,2022,4,6.53,5.18,11.66,43,1.46,544.4
83,2023,1,7.95,4.17,1.27,1476,2.67,557.4
83,2023,2,7.09,7.78,0.85,56,2.18,452.5
83,2023,3,6.99,6.32,2.05,475,5.7,410.6
83,2023,4,6.75,5.99,0.76,24,2.85,397.6
84,2019,1,7.78,5.18,0.5,532,1.88,599.2
84,2019,2,7.79,3.79,2.06,489,1.54,547.0
84,2019,3,7.21,6.02,2.32,245,0.5,393.7
84,2019,4,7.07,4.2,1.52,248,8.74,522.4
84,2020,1,7.8,4.93,1.96,248,0.94,383.5
84,2020,2,7.84,5.05,5.07,426,3.56,355.7
84,2020,3,6.14,6.96,1.51,52,5.23,637.2
84,2020,4,7.09,3.54,2.37,130,6.21,307.5
84,2021,1,7.09,4.07,3.35,83,10.1,382.9
84,2021,2,7.03,4.93,0.78,107,4.17,403.6
84,2021,3,6.33,4.45,0.5,332,0.96,494.8
84,2021,4,7.63,4.96,3.99,1063,0.95,416.7
84,2022,1,7.12,4.7,13.23,62,6.11,512.8
84,2022,2,6.82,6.97,1.51,9,0.5,471.1
84,2022,3,7.3,3.27,1.5,146,6.52,497.8
84,2022,4,7.57,3.28,0.5,126,4.22,351.2
84,2023,1,6.91,3.49,1.42,44,0.5,458.3
84,2023,2,7.77,7.86,0.53,716,9.74,374.6
84,2023,3,6.81,5.38,1.15,790,14.68,604.7
84,2023,4,7.27,5.63,1.18,137,1.51,378.1
85,2019,1,7.68,3.99,3.45,211,12.11,403.5
85,2019,2,7.43,1.0,4.38,658,3.48,357.3
85,2019,3,7.28,3.69,4.45,4,5.48,579.2
85,2019,4,7.24,6.8,2.85,299,4.14,598.8
85,2020,1,6.5,6.38,2.03,54,2.42,608.4
85,2020,2,7.35,6.66,0.91,7,0.85,439.7
85,2020,3,6.52,5.01,2.57,487,4.91,489.4
85,2020,4,7.28,4.8,0.74,1303,3.55,534.0
85,2021,1,6.94,5.01,11.79,514,2.46,435.8
85,2021,2,7.76,5.94,0.57,142,3.25,306.5
85,2021,3,6.46,5.52,5.31,56,3.15,454.7
85,2021,4,7.44,3.71,1.51,93,7.87,206.7
85,2022,1,6.61,3.7,0.5,19,0.5,454.8
85,2022,2,6.86,5.46,3.92,14,11.92,351.0
85,2022,3,7.87,7.09,11.31,118,0.5,418.1
85,2022,4,7.02,6.37,4.19,511,4.66,478.0
85,2023,1,8.49,6.59,2.75,4,5.4,381.4
85,2023,2,7.41,4.95,0.78,311,0.72,401.8
85,2023,3,7.67,4.45,4.73,84,3.52,327.6
85,2023,4,7.27,3.89,4.98,1174,3.96,402.9
86,2019,1,7.16,4.96,2.86,229,8.87,480.2
86,2019,2,7.07,3.73,1.31,491,10.4,483.1
86,2019,3,7.33,5.1,3.84,182,4.24,482.7
86,2019,4,7.92,4.885,14.22,556,10.53,650.9
86,2020,1,7.91,4.64,0.87,116,0.97,355.8
86,2020,2,7.68,4.81,1.04,182,3.45,505.3
86,2020,3,7.83,4.81,5.0,129,5.99,418.9
86,2020,4,7.53,4.64,3.08,332,5.01,489.7
86,2021,1,6.8,5.72,8.85,1265,2.27,581.4
86,2021,2,7.37,6.55,5.68,75,0.5,337.7
86,2021,3,7.16,6.43,0.95,10,5.89,427.0
86,2021,4,7.06,6.61,0.5,498,4.21,539.9
86,2022,1,7.5,7.35,7.96,923,11.97,459.1
86,2022,2,6.5,3.54,1.4,21,2.74,453.8
86,2022,3,7.8,3.82,2.05,424,3.37,442.9
86,2022,4,7.09,4.06,10.52,284,3.79,395.2
86,2023,1,7.37,6.37,2.8,348,2.26,450.1
86,2023,2,8.16,5.21,2.58,351,7.35,513.4
86,2023,3,7.35,4.885,3.03,589,4.17,470.7
86,2023,4,6.63,3.74,1.55,313,1.54,257.9
87,2019,1,7.57,6.26,7.3,52,3.52,426.6
87,2019,2,7.34,6.3,5.95,213,2.41,617.0
87,2019,3,6.4,6.53,2.05,62,11.66,377.9
87,2019,4,7.73,4.48,6.74,402,0.74,519.6
87,2020,1,7.1,6.22,1.46,172,3.44,446.1
87,2020,2,7.41,4.94,6.94,48,0.9,344.2
87,2020,3,7.11,3.48,1.96,61,2.18,484.0
87,2020,4,7.95,5.51,1.03,48,2.28,459.8
87,2021,1,8.36,5.5,0.5,255,7.63,474.8
87,2021,2,6.29,5.475,2.1,211,7.33,297.7
87,2021,3,7.81,3.42,3.75,131,4.66,455.6
87,2021,4,7.27,5.41,1.12,402,0.79,366.3
87,2022,1,7.18,5.475,2.14,212,3.07,470.3
87,2022,2,7.77,2.91,2.88,50,0.71,356.2
87,2022,3,7.43,5.45,0.5,358,0.93,529.4
87,2022,4,7.05,6.79,2.74,608,2.63,384.7
87,2023,1,6.66,6.57,1.29,312,4.21,457.7
87,2023,2,8.04,5.1,0.5,47,9.06,517.4
87,2023,3,7.31,5.06,7.0,267,8.76,488.9
87,2023,4,6.73,6.0,2.15,645,0.5,248.5
88,2019,1,7.11,6.52,4.29,72,3.43,415.7
88,2019,2,7.41,5.81,1.35,111,4.03,468.4
88,2019,3,6.62,3.58,0.5,328,21.43,423.0
88,2019,4,7.18,4.48,5.47,461,2.38,461.6
88,2020,1,7.74,6.26,1.94,3,1.78,441.4
88,2020,2,7.17,5.58,0.54,334,12.67,354.6
88,2020,3,7.73,3.48,0.52,613,4.5,388.8
88,2020,4,7.3,5.365,1.41,209,4.09,446.5
88,2021,1,7.65,3.71,5.22,864,2.21,318.9
88,2021,2,7.59,5.365,0.5,63,0.5,549.3
88,2021,3,7.87,5.45,0.5,32,3.26,480.7
88,2021,4,8.24,5.28,3.49,259,0.65,681.1
88,2022,1,7.8,4.49,2.44,19,1.58,328.5
88,2022,2,7.48,2.38,6.04,120,1.92,409.7
88,2022,3,7.3,4.58,0.7,369,5.44,614.2
88,2022,4,7.48,5.93,0.86,114,5.25,285.9
88,2023,1,8.49,4.82,1.41,158,1.32,435.5
88,2023,2,6.99,5.45,0.5,234,1.37,530.9
88,2023,3,6.87,6.31,2.1,544,5.16,396.5
88,2023,4,7.62,5.47,5.63,119,2.98,401.7
89,2019,1,7.78,3.78,3.68,27,0.63,364.2
89,2019,2,7.06,3.37,2.18,340,1.2,370.9
89,2019,3,7.64,4.39,3.81,539,0.92,462.6
89,2019,4,7.38,6.46,3.68,84,1.39,489.0
89,2020,1,7.3,5.39,5.97,187,3.75,421.8
89,2020,2,6.56,4.67,2.42,14,2.57,384.4
89,2020,3,7.1,5.96,1.12,550,0.71,495.3
89,2020,4,7.41,7.45,3.91,10,1.53,299.7
89,2021,1,6.48,1.87,4.63,1333,0.5,510.1
89,2021,2,7.53,6.54,0.94,43,1.66,520.4
89,2021,3,7.33,4.8,4.03,90,12.32,509.8
89,2021,4,6.25,5.33,0.5,132,2.79,423.6
89,2022,1,7.39,7.33,0.5,248,0.99,464.0
89,2022,2,7.68,5.6,2.18,366,3.37,339.4
89,2022,3,7.61,3.36,3.07,38,1.05,448.8
89,2022,4,7.11,4.23,1.53,429,3.55,464.7
89,2023,1,8.34,4.88,0.5,114,3.83,447.6
89,2023,2,8.04,5.31,2.16,400,2.7,459.7
89,2023,3,6.14,4.91,0.73,105,3.99,498.0
89,2023,4,5.96,5.37,1.91,26,2.89,335.9
90,2019,1,6.91,6.65,0.62,394,0.9,426.2
90,2019,2,7.0,5.18,4.76,235,1.68,555.2
90,2019,3,7.0,4.64,0.79,474,3.14,397.5
90,2019,4,7.39,3.43,0.5,14,3.44,341.4
90,2020,1,7.64,5.07,3.69,178,1.4,416.6
90,2020,2,7.21,6.37,1.72,52,0.5,437.4
90,2020,3,6.96,3.59,5.48,473,4.88,469.0
90,2020,4,7.04,6.24,0.67,500,3.86,433.7
90,2021,1,7.88,6.57,0.5,185,0.54,412.2
90,2021,2,6.82,6.61,4.38,674,2.73,384.0
90,2021,3,7.19,5.234999999999999,3.58,260,8.42,462.3
90,2021,4,7.0,5.234999999999999,1.14,200,2.88,404.0
90,2022,1,6.07,5.29,0.5,156,0.5,595.6
90,2022,2,6.6,3.22,1.18,641,0.66,496.3
90,2022,3,6.33,7.15,4.84,423,1.35,349.5
90,2022,4,6.43,4.99,2.47,46,23.31,419.8
90,2023,1,6.65,2.79,8.54,42,0.73,414.6
90,2023,2,7.78,4.18,1.72,215,1.64,382.1
90,2023,3,7.62,6.03,0.5,169,1.03,476.8
90,2023,4,7.0,7.4,5.41,60,2.42,473.2
91,2019,1,7.37,4.71,1.72,293,4.87,333.3
91,2019,2,7.76,5.89,5.9,250,0.5,327.5
91,2019,3,6.63,4.76,4.16,153,0.5,368.2
91,2019,4,7.21,3.78,2.72,172,7.31,325.8
91,2020,1,7.35,3.78,1.83,356,2.54,57.9
91,2020,2,7.0,5.07,3.04,187,7.96,322.3
91,2020,3,7.72,6.3,5.71,149,0.5,293.6
91,2020,4,6.51,2.07,4.47,107,0.97,203.6
91,2021,1,7.21,5.78,0.5,443,11.59,358.9
91,2021,2,6.74,4.59,2.5,91,1.88,202.6
91,2021,3,7.4,4.03,4.62,573,0.5,218.2
91,2021,4,8.01,6.03,3.95,36,5.35,183.5
91,2022,1,7.27,4.26,4.85,247,1.63,248.4
91,2022,2,6.39,3.84,0.5,39,6.15,164.7
91,2022,3,7.21,7.5,0.56,163,2.83,437.5
91,2022,4,7.15,5.38,0.5,138,15.8,289.6
91,2023,1,6.47,7.18,5.14,354,3.83,400.8
91,2023,2,6.72,4.15,0.75,57,7.54,446.7
91,2023,3,7.21,6.08,2.3,385,10.14,294.0
91,2023,4,7.22,4.34,0.58,9,6.04,281.1
92,2019,1,7.4,5.67,1.19,195,8.88,406.0
92,2019,2,6.9,5.85,5.58,149,0.52,192.0
92,2019,3,7.19,4.32,1.4,638,7.47,217.1
92,2019,4,7.13,4.73,8.8,102,0.5,316.2
92,2020,1,7.62,4.47,0.5,607,7.66,214.7
92,2020,2,7.57,5.56,4.67,23,17.91,214.5
92,2020,3,6.93,5.48,0.62,1072,14.2,293.2
92,2020,4,7.6,5.75,1.2,712,4.43,396.6
92,2021,1,6.99,4.59,1.18,163,4.92,248.3
92,2021,2,6.4,4.66,5.91,184,12.22,427.0
92,2021,3,7.85,4.59,1.5,42,0.87,288.3
92,2021,4,6.83,3.23,1.45,86,14.94,241.8
92,2022,1,7.06,4.23,1.62,998,4.86,290.2
92,2022,2,7.37,5.53,0.5,259,14.82,372.2
92,2022,3,7.65,4.66,2.66,402,8.53,215.1
92,2022,4,7.19,3.89,5.65,175,1.02,407.8
92,2023,1,6.79,3.72,2.4,555,4.69,321.2
92,2023,2,6.64,5.7,20.99,334,0.87,205.5
92,2023,3,8.0,4.12,4.24,423,3.94,265.2
92,2023,4,7.85,5.48,5.06,52,12.16,344.5
93,2019,1,7.08,6.52,5.19,160,5.32,316.1
93,2019,2,7.17,4.26,1.4,4,0.5,476.1
93,2019,3,6.38,4.71,2.48,425,2.97,421.2
93,2019,4,6.95,6.54,5.37,54,5.7,257.9
93,2020,1,6.74,4.18,6.25,1,4.62,358.7
93,2020,2,6.62,5.14,1.4,24,0.5,224.1
93,2020,3,7.66,3.67,0.75,264,1.26,346.6
93,2020,4,7.41,3.84,0.8,181,7.33,242.1
93,2021,1,7.67,3.67,7.81,252,2.72,300.7
93,2021,2,7.26,4.26,0.5,345,0.97,243.2
93,2021,3,6.83,4.37,3.17,125,9.39,218.4
93,2021,4,6.99,6.06,1.3,118,5.41,378.7
93,2022,1,6.5,2.75,0.5,648,0.5,236.1
93,2022,2,7.63,3.71,1.4,13,1.65,246.4
93,2022,3,7.21,4.13,2.85,379,2.0,323.8
93,2022,4,7.56,3.07,3.68,30,0.5,229.5
93,2023,1,6.39,3.98,3.98,1038,0.77,421.4
93,2023,2,7.03,5.35,0.5,264,0.5,267.1
93,2023,3,7.57,5.12,1.39,238,5.81,341.4
93,2023,4,7.91,4.78,0.5,227,6.61,434.1
94,2019,1,6.64,3.87,6.38,108,0.63,311.0
94,2019,2,7.09,2.85,0.9,28,0.5,304.3
94,2019,3,7.14,4.09,1.07,101,8.67,253.7
94,2019,4,7.26,3.93,5.18,142,20.26,428.7
94,2020,1,7.31,4.06,3.27,251,3.34,50.0
94,2020,2,6.95,6.01,4.11,370,3.93,234.3
94,2020,3,6.93,4.36,2.44,25,0.5,160.1
94,2020,4,7.34,6.34,1.94,42,3.75,280.1
94,2021,1,7.0,7.06,0.5,320,4.46,274.4
94,2021,2,6.23,6.11,1.55,340,5.49,165.2
94,2021,3,7.48,6.04,1.41,37,6.41,413.3
94,2021,4,7.08,4.44,1.94,295,0.58,136.5
94,2022,1,7.65,5.17,0.59,390,1.63,201.1
94,2022,2,7.14,4.51,3.17,47,10.71,371.6
94,2022,3,6.13,3.62,5.57,5,3.78,240.1
94,2022,4,7.54,3.74,0.5,448,7.16,316.6
94,2023,1,7.1,4.08,1.04,766,7.3,338.4
94,2023,2,6.85,5.05,0.5,257,19.04,198.4
94,2023,3,7.01,4.39,13.33,60,8.72,322.0
94,2023,4,7.69,6.77,4.9,206,7.49,324.5
95,2019,1,7.87,6.77,0.5,534,6.4,388.4
95,2019,2,7.86,3.33,2.38,881,5.99,176.3
95,2019,3,7.49,7.06,2.5,380,6.13,334.7
95,2019,4,7.41,4.99,8.94,275,0.5,398.2
95,2020,1,7.73,4.27,0.5,112,7.3,415.7
95,2020,2,6.79,4.94,0.9,75,3.42,204.4
95,2020,3,7.14,5.34,11.73,481,4.31,310.0
95,2020,4,6.9,7.16,1.35,145,1.52,263.7
95,2021,1,6.7,4.28,1.14,246,1.21,274.7
95,2021,2,7.61,5.4,0.73,25,8.16,231.9
95,2021,3,7.63,8.8,2.51,86,2.86,364.7
95,2021,4,7.73,2.86,0.58,71,4.01,315.2
95,2022,1,7.7,4.52,3.46,395,2.15,298.1
95,2022,2,7.49,3.87,1.39,0,1.78,273.5
95,2022,3,7.39,5.25,2.38,116,7.55,249.1
95,2022,4,5.75,4.94,1.05,70,0.71,219.4
95,2023,1,7.29,4.47,2.57,322,7.56,125.4
95,2023,2,7.29,5.54,2.52,47,1.11,350.8
95,2023,3,7.18,4.89,5.86,48,0.5,143.7
95,2023,4,7.75,3.84,2.99,507,12.19,322.5
96,2019,1,6.78,3.4,4.15,23,2.2,275.1
96,2019,2,8.06,4.9350000000000005,7.69,53,0.61,307.9
96,2019,3,7.05,4.9350000000000005,0.73,184,1.25,204.0
96,2019,4,6.78,8.13,7.27,436,3.04,272.2
96,2020,1,6.37,4.12,2.59,289,3.0,231.4
96,2020,2,7.08,4.44,1.8,7,7.37,399.8
96,2020,3,7.51,4.92,1.71,361,11.38,347.6
96,2020,4,7.21,4.11,4.92,7,0.82,233.0
96,2021,1,7.33,4.92,3.58,25,6.58,287.7
96,2021,2,6.72,6.67,1.65,378,1.84,293.9
96,2021,3,6.74,4.11,1.79,279,0.55,339.0
